,index,country,points,price,variety
42941,70253,US,94,57.0,Pinot Noir
42942,70254,US,94,50.0,Pinot Noir
42943,70257,US,94,65.0,Pinot Noir
42944,70259,US,94,50.0,Pinot Noir
42945,70260,France,87,17.0,Riesling
42946,70261,US,87,69.0,Cabernet Sauvignon
42947,70262,US,87,20.0,Chardonnay
42948,70264,US,87,20.0,Chardonnay
42949,70265,France,87,24.0,Riesling
42950,70267,France,87,13.0,Riesling
42951,70268,US,87,38.0,Cabernet Sauvignon
42952,70270,France,87,96.0,Syrah
42953,70271,Spain,87,13.0,Tempranillo
42954,70273,US,87,28.0,Chardonnay
42955,70274,US,87,28.0,Chardonnay
42956,70275,US,87,46.0,Bordeaux-style Red Blend
42957,70276,Chile,87,17.0,Malbec
42958,70277,France,87,85.0,Syrah
42959,70278,Italy,87,11.0,Riesling
42960,70280,Spain,87,30.0,Tempranillo
42961,70283,France,87,80.0,Syrah
42962,70284,Australia,87,14.0,Cabernet Sauvignon
42963,70285,France,87,22.0,Sauvignon Blanc
42964,70287,France,87,27.0,Riesling
42965,70289,France,87,57.0,Syrah
42966,70290,Italy,89,38.0,Sangiovese
42967,70292,Argentina,89,18.0,Malbec
42968,70293,Italy,89,45.0,Sangiovese
42969,70294,US,89,20.0,Chardonnay
42970,70295,Italy,89,70.0,Sangiovese
42971,70296,US,89,16.0,Cabernet Sauvignon
42972,70298,Australia,89,55.0,Shiraz
42973,70300,US,88,50.0,Red Blend
42974,70301,US,88,13.0,Sangiovese
42975,70302,US,88,20.0,Syrah
42976,70303,France,88,32.0,Chardonnay
42977,70305,France,88,57.0,Chardonnay
42978,70306,Spain,88,50.0,Tempranillo
42979,70308,Spain,88,13.0,Red Blend
42980,70309,Italy,88,60.0,Sangiovese
42981,70310,Australia,88,20.0,Pinot Noir
42982,70312,US,88,19.0,Merlot
42983,70314,Spain,88,15.0,Red Blend
42984,70315,Australia,88,19.0,Riesling
42985,70316,US,88,52.0,Cabernet Sauvignon
42986,70317,Australia,88,16.0,Red Blend
42987,70318,US,88,8.0,Sauvignon Blanc
42988,70319,US,88,23.0,Syrah
42989,70320,US,94,58.0,Bordeaux-style Red Blend
42990,70321,US,94,85.0,Cabernet Sauvignon
42991,70324,US,93,70.0,Pinot Noir
42992,70327,US,93,85.0,Cabernet Sauvignon
42993,70328,US,93,95.0,Cabernet Sauvignon
42994,70329,US,93,24.0,Riesling
42995,70331,US,93,50.0,Pinot Noir
42996,70332,US,93,40.0,Cabernet Sauvignon
42997,70333,US,93,25.0,Zinfandel
42998,70334,US,93,85.0,Merlot
42999,70335,US,93,85.0,Pinot Noir
43000,70336,US,93,56.0,Cabernet Sauvignon
43001,70338,US,93,40.0,Merlot
43002,70339,US,93,52.0,Cabernet Sauvignon
43003,70340,US,93,30.0,Pinot Noir
43004,70341,US,93,45.0,Pinot Noir
43005,70342,New Zealand,93,80.0,Pinot Noir
43006,70344,US,93,80.0,Cabernet Sauvignon
43007,70346,US,93,30.0,Pinot Noir
43008,70348,US,93,67.0,Pinot Noir
43009,70350,Spain,87,12.0,Tempranillo
43010,70351,US,87,30.0,Pinot Noir
43011,70352,France,87,17.0,Syrah
43012,70353,US,87,25.0,Pinot Noir
43013,70354,Italy,87,39.0,Riesling
43014,70355,Chile,87,10.0,Chardonnay
43015,70357,France,87,78.0,Syrah
43016,70358,US,87,18.0,Sauvignon Blanc
43017,70359,New Zealand,87,14.0,Riesling
43018,70360,US,87,9.0,Riesling
43019,70361,France,87,53.0,Riesling
43020,70362,New Zealand,87,17.0,Riesling
43021,70363,US,87,35.0,Cabernet Sauvignon
43022,70364,France,87,11.0,Bordeaux-style Red Blend
43023,70365,France,87,73.0,Syrah
43024,70367,Italy,87,18.0,Riesling
43025,70368,Spain,87,65.0,Tempranillo
43026,70369,Portugal,87,13.0,Portuguese Red
43027,70370,New Zealand,87,19.0,Riesling
43028,70373,New Zealand,87,12.0,Sauvignon Blanc
43029,70374,US,87,22.0,Riesling
43030,70375,Portugal,87,20.0,Portuguese Red
43031,70376,France,87,25.0,Sauvignon Blanc
43032,70377,Spain,87,15.0,Tempranillo
43033,70378,France,87,24.0,Sauvignon Blanc
43034,70379,Australia,87,11.0,Riesling
43035,70380,Italy,88,65.0,Sangiovese
43036,70381,Australia,88,17.0,Merlot
43037,70383,Australia,88,59.0,Shiraz
43038,70385,US,88,12.0,Chardonnay
43039,70386,Spain,88,20.0,Tempranillo
43040,70387,US,88,55.0,Syrah
43041,70388,US,88,25.0,Merlot
43042,70390,Spain,88,17.0,Red Blend
43043,70391,Italy,88,74.0,Sangiovese
43044,70394,US,88,26.0,Merlot
43045,70395,US,88,32.0,Cabernet Sauvignon
43046,70396,US,88,24.0,Sparkling Blend
43047,70397,US,88,13.0,Chardonnay
43048,70399,Australia,88,90.0,Shiraz
43049,70400,US,88,30.0,Bordeaux-style Red Blend
43050,70401,US,88,28.0,Syrah
43051,70402,Spain,88,24.0,Tempranillo
43052,70403,US,88,21.0,Syrah
43053,70405,Australia,88,15.0,Riesling
43054,70406,US,88,20.0,Sparkling Blend
43055,70407,US,88,17.0,Bordeaux-style Red Blend
43056,70409,Spain,88,30.0,Tempranillo
43057,70410,Italy,93,90.0,Chardonnay
43058,70413,US,93,52.0,Cabernet Sauvignon
43059,70414,US,93,54.0,Pinot Noir
43060,70418,US,92,75.0,Pinot Noir
43061,70419,US,92,42.0,Cabernet Sauvignon
43062,70421,US,92,70.0,Cabernet Sauvignon
43063,70423,US,92,50.0,Pinot Noir
43064,70424,US,92,65.0,Pinot Noir
43065,70425,US,92,45.0,Pinot Noir
43066,70427,US,92,50.0,Cabernet Sauvignon
43067,70428,US,92,35.0,Merlot
43068,70429,US,92,75.0,Cabernet Sauvignon
43069,70431,New Zealand,92,50.0,Bordeaux-style Red Blend
43070,70433,US,92,50.0,Pinot Noir
43071,70434,Italy,92,95.0,Chardonnay
43072,70435,US,92,54.0,Pinot Noir
43073,70440,Portugal,86,11.0,Portuguese Red
43074,70443,US,86,31.0,Pinot Noir
43075,70445,US,86,25.0,Riesling
43076,70447,France,86,26.0,Sauvignon Blanc
43077,70448,US,86,32.0,Sauvignon Blanc
43078,70449,Australia,86,10.0,Shiraz
43079,70450,Italy,86,18.0,Riesling
43080,70451,Chile,86,12.0,Malbec
43081,70452,US,86,35.0,Zinfandel
43082,70454,Chile,86,19.0,Malbec
43083,70457,Spain,86,10.0,Tempranillo
43084,70459,Chile,86,7.0,Cabernet Sauvignon
43085,70460,US,86,15.0,Riesling
43086,70461,US,86,20.0,Riesling
43087,70462,Chile,86,12.0,Merlot
43088,70463,US,86,17.0,Chardonnay
43089,70464,US,86,55.0,Pinot Noir
43090,70465,Chile,86,20.0,Sauvignon Blanc
43091,70466,Australia,86,28.0,Riesling
43092,70467,France,86,40.0,Riesling
43093,70468,Spain,86,17.0,Tempranillo
43094,70469,US,86,12.0,Riesling
43095,70470,Italy,92,55.0,Sparkling Blend
43096,70471,US,92,65.0,Cabernet Sauvignon
43097,70474,New Zealand,92,60.0,Chardonnay
43098,70475,US,92,60.0,Cabernet Sauvignon
43099,70476,US,92,50.0,Merlot
43100,70477,US,92,54.0,Pinot Noir
43101,70478,US,92,70.0,Cabernet Sauvignon
43102,70479,Italy,92,52.0,Sparkling Blend
43103,70485,US,92,65.0,Chardonnay
43104,70486,US,92,24.0,Riesling
43105,70489,US,92,100.0,Chardonnay
43106,70490,Italy,92,60.0,Sparkling Blend
43107,70491,US,92,35.0,Syrah
43108,70492,France,92,20.0,Bordeaux-style Red Blend
43109,70495,US,92,30.0,Zinfandel
43110,70497,US,92,48.0,Pinot Noir
43111,70498,US,92,30.0,Zinfandel
43112,70499,US,92,75.0,Bordeaux-style Red Blend
43113,70500,Spain,86,11.0,White Blend
43114,70502,Australia,86,20.0,Riesling
43115,70503,US,86,46.0,Cabernet Sauvignon
43116,70504,Chile,86,11.0,Sauvignon Blanc
43117,70505,Spain,86,20.0,Tempranillo
43118,70506,US,86,50.0,Cabernet Sauvignon
43119,70507,France,86,25.0,Sauvignon Blanc
43120,70508,Chile,86,12.0,Chardonnay
43121,70509,US,86,14.0,Riesling
43122,70510,US,86,13.0,White Blend
43123,70511,France,86,78.0,Syrah
43124,70513,Chile,86,26.0,Red Blend
43125,70514,Chile,86,12.0,Chardonnay
43126,70515,US,86,30.0,Pinot Noir
43127,70516,New Zealand,86,15.0,Riesling
43128,70517,US,86,28.0,Malbec
43129,70518,Chile,86,12.0,Syrah
43130,70519,Portugal,86,13.0,Portuguese Red
43131,70520,France,86,22.0,Sauvignon Blanc
43132,70521,US,86,26.0,Cabernet Sauvignon
43133,70522,US,86,17.0,Riesling
43134,70523,Chile,86,7.0,Cabernet Sauvignon
43135,70524,Australia,86,14.0,Chardonnay
43136,70525,New Zealand,86,15.0,Sauvignon Blanc
43137,70526,US,86,16.0,Sauvignon Blanc
43138,70528,US,86,30.0,Pinot Noir
43139,70530,US,92,45.0,Pinot Noir
43140,70531,France,92,19.0,Bordeaux-style Red Blend
43141,70533,New Zealand,92,55.0,Pinot Noir
43142,70536,France,91,40.0,Bordeaux-style Red Blend
43143,70537,Italy,91,39.0,Sparkling Blend
43144,70539,US,91,30.0,Cabernet Sauvignon
43145,70540,Spain,91,52.0,Red Blend
43146,70541,Italy,91,42.0,Chardonnay
43147,70542,New Zealand,91,27.0,Pinot Noir
43148,70543,Italy,91,51.0,Sparkling Blend
43149,70545,US,91,75.0,Pinot Noir
43150,70546,US,91,45.0,Pinot Noir
43151,70547,New Zealand,91,65.0,Pinot Noir
43152,70548,US,91,35.0,Chardonnay
43153,70549,France,91,30.0,Bordeaux-style Red Blend
43154,70554,Italy,91,36.0,Chardonnay
43155,70556,US,91,29.0,Cabernet Sauvignon
43156,70557,New Zealand,91,65.0,Pinot Noir
43157,70558,Italy,91,32.0,Chardonnay
43158,70560,Chile,86,19.0,Cabernet Sauvignon
43159,70561,Portugal,86,10.0,Portuguese Red
43160,70562,France,86,27.0,Riesling
43161,70563,France,86,33.0,Riesling
43162,70566,Australia,86,16.0,Riesling
43163,70567,US,86,19.0,Syrah
43164,70568,US,86,10.0,Riesling
43165,70569,US,86,14.0,Riesling
43166,70571,US,86,16.0,Cabernet Sauvignon
43167,70574,Australia,86,14.0,Riesling
43168,70575,Portugal,85,8.0,Portuguese Red
43169,70577,France,85,19.0,Riesling
43170,70579,US,85,38.0,Pinot Noir
43171,70581,US,85,42.0,Cabernet Sauvignon
43172,70582,US,85,15.0,Chardonnay
43173,70583,Chile,85,15.0,Cabernet Sauvignon
43174,70584,Chile,85,14.0,Cabernet Sauvignon
43175,70585,Australia,85,10.0,Chardonnay
43176,70587,US,85,30.0,Riesling
43177,70588,US,85,18.0,Zinfandel
43178,70589,Spain,85,10.0,Tempranillo
43179,70590,New Zealand,91,90.0,Pinot Noir
43180,70591,US,91,24.0,Pinot Noir
43181,70593,US,91,40.0,Pinot Noir
43182,70594,US,91,50.0,Pinot Noir
43183,70595,New Zealand,91,24.0,Pinot Noir
43184,70597,New Zealand,91,55.0,Pinot Noir
43185,70598,Italy,91,60.0,Sparkling Blend
43186,70600,Italy,91,47.0,Chardonnay
43187,70602,France,91,47.0,Bordeaux-style Red Blend
43188,70603,US,91,44.0,Pinot Noir
43189,70605,US,91,60.0,Cabernet Sauvignon
43190,70606,US,91,45.0,Pinot Noir
43191,70607,US,91,40.0,Chardonnay
43192,70608,Spain,91,59.0,Tempranillo
43193,70611,New Zealand,91,55.0,Pinot Noir
43194,70612,US,91,35.0,Pinot Noir
43195,70614,US,91,50.0,Pinot Noir
43196,70615,US,91,20.0,Riesling
43197,70616,Spain,91,80.0,Tempranillo
43198,70620,Chile,85,9.0,Chardonnay
43199,70621,Spain,85,14.0,Tempranillo
43200,70622,US,85,10.0,Cabernet Sauvignon
43201,70623,US,85,17.0,Riesling
43202,70625,Australia,85,40.0,Pinot Noir
43203,70626,US,85,17.0,Chardonnay
43204,70627,US,85,15.0,Sauvignon Blanc
43205,70628,US,85,35.0,Zinfandel
43206,70629,US,85,10.0,Syrah
43207,70630,US,85,11.0,Zinfandel
43208,70631,Chile,85,11.0,Cabernet Sauvignon
43209,70633,US,85,15.0,Cabernet Sauvignon
43210,70634,US,85,26.0,Cabernet Sauvignon
43211,70637,US,85,25.0,Cabernet Sauvignon
43212,70638,US,85,35.0,Syrah
43213,70639,France,85,77.0,Riesling
43214,70640,US,85,28.0,Pinot Noir
43215,70642,France,85,24.0,Sauvignon Blanc
43216,70644,US,85,40.0,Pinot Noir
43217,70645,Chile,85,12.0,Cabernet Sauvignon
43218,70647,US,85,36.0,Pinot Noir
43219,70648,Spain,85,23.0,Tempranillo
43220,70649,US,85,14.0,Riesling
43221,70650,US,91,45.0,Pinot Noir
43222,70652,US,91,65.0,Bordeaux-style Red Blend
43223,70653,France,91,25.0,Bordeaux-style Red Blend
43224,70654,New Zealand,91,21.0,Riesling
43225,70656,US,90,58.0,Pinot Noir
43226,70658,France,90,20.0,Bordeaux-style Red Blend
43227,70661,US,90,40.0,Pinot Noir
43228,70662,US,90,40.0,Cabernet Sauvignon
43229,70663,Italy,90,35.0,Chardonnay
43230,70664,New Zealand,90,55.0,Pinot Noir
43231,70665,Italy,90,40.0,Chardonnay
43232,70666,US,90,45.0,Pinot Noir
43233,70668,US,90,42.0,Pinot Noir
43234,70670,Italy,90,39.0,Chardonnay
43235,70671,Italy,90,40.0,Sparkling Blend
43236,70675,US,90,16.0,Red Blend
43237,70677,Italy,90,25.0,Sparkling Blend
43238,70678,Italy,90,38.0,Chardonnay
43239,70680,Chile,85,8.0,Cabernet Sauvignon
43240,70681,US,85,11.0,Cabernet Sauvignon
43241,70683,US,85,14.0,Pinot Noir
43242,70684,Italy,85,10.0,Riesling
43243,70685,Chile,85,7.0,Sauvignon Blanc
43244,70686,US,85,40.0,Riesling
43245,70687,France,85,15.0,Sauvignon Blanc
43246,70688,New Zealand,85,15.0,Riesling
43247,70689,Spain,85,10.0,Tempranillo
43248,70690,France,85,20.0,Sauvignon Blanc
43249,70691,US,85,14.0,Riesling
43250,70692,US,85,16.0,Riesling
43251,70693,Chile,85,28.0,Syrah
43252,70694,Chile,85,15.0,Red Blend
43253,70695,Australia,85,17.0,Riesling
43254,70696,Spain,85,11.0,Tempranillo
43255,70697,Chile,85,10.0,Cabernet Sauvignon
43256,70698,US,85,48.0,Pinot Noir
43257,70699,US,85,25.0,White Blend
43258,70700,US,85,18.0,Riesling
43259,70701,US,85,10.0,Chardonnay
43260,70702,France,85,20.0,Riesling
43261,70703,Spain,85,13.0,Tempranillo
43262,70706,US,85,44.0,Pinot Noir
43263,70708,Spain,85,19.0,Tempranillo
43264,70709,France,84,14.0,Riesling
43265,70710,US,90,45.0,Pinot Noir
43266,70712,US,90,65.0,Cabernet Sauvignon
43267,70714,Italy,90,30.0,Sparkling Blend
43268,70716,France,90,16.0,Bordeaux-style Red Blend
43269,70718,France,90,30.0,Bordeaux-style Red Blend
43270,70724,Spain,90,40.0,Red Blend
43271,70725,Spain,90,36.0,Tempranillo
43272,70728,US,90,27.0,Pinot Noir
43273,70729,US,90,42.0,Pinot Noir
43274,70730,Spain,90,53.0,Tempranillo
43275,70734,France,90,20.0,Bordeaux-style Red Blend
43276,70738,US,90,32.0,Pinot Noir
43277,70740,Spain,84,60.0,Tempranillo
43278,70741,Chile,84,9.0,Chardonnay
43279,70742,US,84,20.0,Cabernet Sauvignon
43280,70743,Spain,84,20.0,Tempranillo
43281,70746,US,84,12.0,Syrah
43282,70747,US,84,15.0,Chardonnay
43283,70748,US,84,17.0,Pinot Noir
43284,70749,France,84,15.0,Riesling
43285,70751,US,84,18.0,Zinfandel
43286,70752,US,84,36.0,Zinfandel
43287,70753,US,84,28.0,Chardonnay
43288,70754,US,84,32.0,Pinot Noir
43289,70755,Chile,84,8.0,Sauvignon Blanc
43290,70756,Chile,84,11.0,Sauvignon Blanc
43291,70758,US,84,15.0,Merlot
43292,70760,Chile,84,9.0,Syrah
43293,70761,Chile,84,9.0,Sauvignon Blanc
43294,70763,Chile,84,11.0,Red Blend
43295,70764,Chile,84,15.0,Chardonnay
43296,70766,US,84,24.0,Pinot Noir
43297,70767,US,84,45.0,Cabernet Sauvignon
43298,70768,Australia,84,9.0,Riesling
43299,70769,France,84,18.0,Riesling
43300,70770,New Zealand,90,31.0,Riesling
43301,70771,Italy,90,24.0,Chardonnay
43302,70772,US,90,20.0,Cabernet Sauvignon
43303,70774,US,90,30.0,Merlot
43304,70775,US,90,45.0,Pinot Noir
43305,70776,US,90,41.0,Merlot
43306,70777,Australia,90,24.0,Red Blend
43307,70778,Italy,90,30.0,Sparkling Blend
43308,70780,US,90,16.0,White Blend
43309,70782,New Zealand,90,27.0,Pinot Noir
43310,70784,US,90,45.0,Pinot Noir
43311,70787,Italy,90,22.0,Sparkling Blend
43312,70788,US,90,16.0,Riesling
43313,70789,US,90,45.0,Pinot Noir
43314,70790,France,90,35.0,Bordeaux-style Red Blend
43315,70793,Italy,90,39.0,Chardonnay
43316,70794,New Zealand,90,55.0,Pinot Noir
43317,70795,New Zealand,90,45.0,Riesling
43318,70797,US,90,20.0,Zinfandel
43319,70799,US,90,50.0,Pinot Noir
43320,70802,US,84,11.0,Syrah
43321,70803,France,84,22.0,Sauvignon Blanc
43322,70804,US,84,40.0,Zinfandel
43323,70805,US,84,25.0,Zinfandel
43324,70806,US,84,11.0,Merlot
43325,70807,US,84,45.0,Syrah
43326,70809,Chile,84,9.0,Merlot
43327,70810,France,84,12.0,Riesling
43328,70812,US,84,40.0,Pinot Noir
43329,70813,US,84,20.0,Cabernet Sauvignon
43330,70814,US,84,17.0,Riesling
43331,70815,US,84,17.0,Zinfandel
43332,70816,Spain,84,10.0,Tempranillo
43333,70817,US,84,17.0,Merlot
43334,70818,US,84,30.0,Chardonnay
43335,70819,Chile,84,14.0,Sauvignon Blanc
43336,70821,Chile,84,10.0,Syrah
43337,70823,US,84,15.0,Merlot
43338,70824,Chile,84,18.0,Cabernet Sauvignon
43339,70825,US,84,28.0,Pinot Noir
43340,70826,US,84,35.0,Pinot Noir
43341,70827,US,84,12.0,Riesling
43342,70828,US,84,12.0,Syrah
43343,70829,France,84,16.0,Riesling
43344,70830,New Zealand,90,20.0,Pinot Noir
43345,70833,US,90,20.0,Chardonnay
43346,70834,US,90,36.0,Pinot Noir
43347,70835,Australia,90,28.0,Chardonnay
43348,70836,US,90,25.0,Pinot Noir
43349,70839,US,90,50.0,Pinot Noir
43350,70841,US,90,65.0,Pinot Noir
43351,70847,France,90,30.0,Bordeaux-style Red Blend
43352,70848,Italy,90,39.0,Sparkling Blend
43353,70849,Italy,90,33.0,Sparkling Blend
43354,70850,US,90,24.0,Zinfandel
43355,70851,US,90,45.0,Pinot Noir
43356,70853,Spain,90,16.0,Tempranillo
43357,70856,New Zealand,89,75.0,Syrah
43358,70858,France,89,20.0,Bordeaux-style Red Blend
43359,70859,US,89,35.0,Pinot Noir
43360,70860,US,84,20.0,Chardonnay
43361,70861,US,84,16.0,Riesling
43362,70862,US,84,16.0,Zinfandel
43363,70863,US,84,17.0,Chardonnay
43364,70864,US,84,12.0,Riesling
43365,70867,US,84,10.0,Merlot
43366,70869,Spain,84,11.0,Tempranillo
43367,70870,Spain,84,8.0,White Blend
43368,70871,US,84,16.0,Sauvignon Blanc
43369,70873,US,83,16.0,Chardonnay
43370,70874,US,83,16.0,Sauvignon Blanc
43371,70875,US,83,18.0,Syrah
43372,70876,US,83,32.0,Sauvignon Blanc
43373,70877,US,83,7.0,Riesling
43374,70878,US,83,17.0,Riesling
43375,70882,US,83,14.0,Riesling
43376,70883,Chile,83,8.0,Cabernet Sauvignon
43377,70884,Spain,83,10.0,Red Blend
43378,70885,Chile,83,11.0,Chardonnay
43379,70886,US,83,16.0,Riesling
43380,70887,Chile,83,8.0,Merlot
43381,70888,US,83,20.0,Chardonnay
43382,70889,US,83,35.0,Cabernet Sauvignon
43383,70892,US,89,60.0,Cabernet Sauvignon
43384,70895,Australia,89,36.0,Chardonnay
43385,70896,US,89,50.0,Pinot Noir
43386,70899,US,89,42.0,Pinot Noir
43387,70900,Italy,89,35.0,Sparkling Blend
43388,70901,France,89,40.0,Riesling
43389,70902,France,89,47.0,Riesling
43390,70904,New Zealand,89,18.0,Riesling
43391,70906,New Zealand,89,55.0,Pinot Noir
43392,70907,Italy,89,40.0,Chardonnay
43393,70910,France,89,19.0,Bordeaux-style Red Blend
43394,70911,US,89,32.0,Pinot Noir
43395,70912,US,89,55.0,Pinot Noir
43396,70914,France,89,24.0,Sauvignon Blanc
43397,70917,Italy,89,40.0,Chardonnay
43398,70919,Australia,89,20.0,Cabernet Sauvignon
43399,70920,US,83,19.0,Sangiovese
43400,70922,Spain,83,11.0,Tempranillo
43401,70923,US,83,20.0,Merlot
43402,70924,US,83,18.0,Cabernet Sauvignon
43403,70925,US,83,50.0,Pinot Noir
43404,70927,US,83,19.0,Cabernet Sauvignon
43405,70928,US,83,28.0,Zinfandel
43406,70930,US,83,18.0,Pinot Noir
43407,70931,Spain,83,27.0,Tempranillo
43408,70932,US,83,10.0,Sauvignon Blanc
43409,70933,Chile,83,9.0,Cabernet Sauvignon
43410,70934,Chile,83,9.0,Sauvignon Blanc
43411,70935,US,83,22.0,Chardonnay
43412,70937,Spain,83,60.0,Tempranillo
43413,70938,US,83,10.0,Shiraz
43414,70939,US,83,45.0,Cabernet Sauvignon
43415,70940,US,83,22.0,Sauvignon Blanc
43416,70941,Chile,83,7.0,Chardonnay
43417,70943,US,83,16.0,Merlot
43418,70944,Chile,83,12.0,Sauvignon Blanc
43419,70945,US,83,12.0,Zinfandel
43420,70946,Chile,82,9.0,Syrah
43421,70947,US,82,20.0,Chardonnay
43422,70949,US,82,25.0,Riesling
43423,70952,US,89,42.0,Pinot Noir
43424,70955,Italy,89,28.0,Sparkling Blend
43425,70956,US,89,30.0,Pinot Noir
43426,70957,New Zealand,89,50.0,Pinot Noir
43427,70960,US,89,90.0,Pinot Noir
43428,70961,New Zealand,89,55.0,Pinot Noir
43429,70963,US,89,22.0,Zinfandel
43430,70964,Italy,89,41.0,Chardonnay
43431,70965,Spain,89,79.0,Red Blend
43432,70968,US,89,25.0,Pinot Noir
43433,70969,Italy,89,14.0,Sparkling Blend
43434,70972,France,89,25.0,Bordeaux-style Red Blend
43435,70974,US,89,18.0,Chardonnay
43436,70976,Italy,89,14.0,Sparkling Blend
43437,70978,France,89,35.0,Bordeaux-style Red Blend
43438,70979,US,89,60.0,Cabernet Sauvignon
43439,70980,US,82,11.0,Chardonnay
43440,70981,Chile,82,10.0,Sauvignon Blanc
43441,70982,US,82,30.0,Zinfandel
43442,70986,US,82,19.0,Merlot
43443,70987,US,82,15.0,Chardonnay
43444,70989,US,82,9.0,Riesling
43445,70990,US,82,11.0,Syrah
43446,70991,US,82,10.0,Sauvignon Blanc
43447,70993,US,82,17.0,Riesling
43448,70995,US,82,9.0,Riesling
43449,70996,US,82,34.0,Pinot Noir
43450,70997,Spain,82,20.0,Tempranillo
43451,70999,Chile,82,7.0,Syrah
43452,71000,US,82,30.0,Zinfandel
43453,71001,US,82,10.0,Zinfandel
43454,71002,Spain,82,15.0,Tempranillo
43455,71003,Chile,82,8.0,Chardonnay
43456,71004,Chile,81,17.0,Shiraz
43457,71006,Chile,81,8.0,Syrah
43458,71007,Chile,81,9.0,Sauvignon Blanc
43459,71009,US,81,17.0,Cabernet Sauvignon
43460,71011,New Zealand,89,20.0,Pinot Noir
43461,71012,Italy,89,45.0,Sparkling Blend
43462,71014,US,89,50.0,Pinot Noir
43463,71016,US,89,40.0,Bordeaux-style Red Blend
43464,71019,US,89,24.0,Pinot Noir
43465,71020,US,89,52.0,Pinot Noir
43466,71021,US,89,39.0,Pinot Noir
43467,71024,France,89,14.0,Bordeaux-style Red Blend
43468,71026,Italy,89,38.0,Chardonnay
43469,71027,Italy,89,34.0,Sparkling Blend
43470,71028,US,89,40.0,Bordeaux-style Red Blend
43471,71029,Italy,89,30.0,Sparkling Blend
43472,71030,New Zealand,89,15.0,Pinot Noir
43473,71031,Australia,89,24.0,Chardonnay
43474,71032,US,89,25.0,Merlot
43475,71034,US,89,28.0,Zinfandel
43476,71035,Australia,89,35.0,Red Blend
43477,71036,France,89,20.0,Bordeaux-style Red Blend
43478,71038,France,89,18.0,Bordeaux-style Red Blend
43479,71040,Chile,81,11.0,Sauvignon Blanc
43480,71041,US,81,14.0,Riesling
43481,71043,US,81,9.0,Riesling
43482,71044,Australia,81,7.0,Riesling
43483,71045,US,81,51.0,Zinfandel
43484,71046,US,81,17.0,Chardonnay
43485,71048,US,81,10.0,Cabernet Sauvignon
43486,71050,Chile,80,7.0,Sauvignon Blanc
43487,71051,Chile,80,8.0,Sauvignon Blanc
43488,71052,Chile,80,12.0,Cabernet Sauvignon
43489,71053,Spain,80,24.0,White Blend
43490,71054,Chile,80,11.0,Chardonnay
43491,71055,Chile,80,10.0,Sauvignon Blanc
43492,71057,Spain,96,85.0,Red Blend
43493,71058,US,95,54.0,Pinot Noir
43494,71059,US,94,75.0,Cabernet Sauvignon
43495,71060,US,94,40.0,Red Blend
43496,71061,US,94,54.0,Cabernet Sauvignon
43497,71062,Argentina,94,64.0,Bordeaux-style Red Blend
43498,71063,US,94,35.0,Chardonnay
43499,71065,US,94,54.0,Pinot Noir
43500,71066,US,93,50.0,Cabernet Sauvignon
43501,71067,US,93,65.0,Pinot Noir
43502,71071,New Zealand,89,30.0,Pinot Noir
43503,71072,Italy,89,43.0,Sparkling Blend
43504,71073,US,89,75.0,Cabernet Sauvignon
43505,71079,France,88,28.0,Bordeaux-style Red Blend
43506,71080,US,88,35.0,Cabernet Sauvignon
43507,71081,US,88,20.0,Riesling
43508,71084,US,88,50.0,Cabernet Sauvignon
43509,71085,US,88,40.0,Cabernet Sauvignon
43510,71086,US,88,25.0,Chardonnay
43511,71088,Australia,88,15.0,Cabernet Sauvignon
43512,71089,Australia,88,15.0,Chardonnay
43513,71094,Italy,88,36.0,Sparkling Blend
43514,71095,Australia,88,30.0,Tempranillo
43515,71099,Spain,88,25.0,Tempranillo
43516,71100,US,93,38.0,Chardonnay
43517,71101,US,93,36.0,Syrah
43518,71102,US,93,30.0,Cabernet Sauvignon
43519,71103,US,93,30.0,Pinot Noir
43520,71104,Spain,93,55.0,Red Blend
43521,71105,US,93,42.0,Chardonnay
43522,71106,US,92,75.0,Bordeaux-style Red Blend
43523,71107,US,92,38.0,Cabernet Sauvignon
43524,71108,US,92,33.0,Chardonnay
43525,71109,US,92,28.0,Syrah
43526,71110,Spain,92,34.0,Red Blend
43527,71113,Spain,92,60.0,Red Blend
43528,71114,US,92,45.0,Pinot Noir
43529,71115,Spain,92,90.0,Red Blend
43530,71116,US,92,55.0,Cabernet Sauvignon
43531,71117,US,92,35.0,Syrah
43532,71118,US,92,35.0,Chardonnay
43533,71119,Argentina,92,39.0,Malbec
43534,71120,US,92,60.0,Cabernet Sauvignon
43535,71121,US,92,60.0,Pinot Noir
43536,71122,US,92,26.0,Syrah
43537,71124,US,92,35.0,Bordeaux-style Red Blend
43538,71126,US,92,48.0,Bordeaux-style Red Blend
43539,71127,Italy,91,65.0,Red Blend
43540,71128,Spain,91,68.0,Red Blend
43541,71129,France,91,50.0,Chardonnay
43542,71131,New Zealand,88,45.0,Merlot
43543,71132,US,88,19.0,Riesling
43544,71133,US,88,48.0,Pinot Noir
43545,71134,US,88,20.0,White Blend
43546,71135,Spain,88,18.0,Sparkling Blend
43547,71136,France,88,24.0,Riesling
43548,71137,France,88,30.0,Bordeaux-style Red Blend
43549,71138,New Zealand,88,20.0,Riesling
43550,71142,US,88,55.0,Pinot Noir
43551,71146,Spain,88,18.0,Tempranillo
